MANAGEMENT_TYPE_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,REGION,SPP_NAME,SECTOR_ID
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,ALL,CARIBBEAN,PORGIES,2153
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,ALL,CARIBBEAN,PARROTFISH 2,2154
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,ALL,CARIBBEAN,GRUNTS 2,2155
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,ALL,CARIBBEAN,GRUNTS 1,2156
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,GROUPER 5,2157
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,ALL,CARIBBEAN,GROUPER 5,2158
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,PARROTFISH 2,2159
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,SNAPPER 1,2160
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,SNAPPER 6,2161
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,SNAPPER 5,2162
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,SNAPPER 4,2163
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,SNAPPER 3,2164
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,SNAPPER 2,2165
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,SQUIRRELFISH,2166
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,SURGEONFISH,2167
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,TRIGGERFISH,2168
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,"CONCH, QUEEN",2169
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,GRUNTS,2170
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,JACKS 2,2171
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,GROUPER 6,2172
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,PARROTFISH 2,2173
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,SNAPPER 3,2174
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,SNAPPER 5,2175
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,SNAPPER 6,2176
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,WRASSES 1,2177
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,WRASSES 2,2178
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,SURGEONFISH,2179
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,BARRACUDAS-SPHYRAENIDAE,2180
ACT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,BARRACUDAS-SPHYRAENIDAE,2181
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,BARRACUDAS-SPHYRAENIDAE,2182
ACT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,BARRACUDAS-SPHYRAENIDAE,2183
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,ALL,CARIBBEAN,ANGELFISH,2184
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,JACKS 3,2185
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,JACKS 3,2186
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,JACKS 2,2187
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,SNAPPER 3,2188
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,SNAPPER 5,2189
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,SNAPPER 6,2190
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,WRASSES 1,2191
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,WRASSES 2,2192
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,SURGEONFISH,2193
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,SURGEONFISH,2194
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,ANGELFISH,2195
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,GROUPER 4,2196
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,GROUPER 5,2197
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,GRUNTS,2198
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,JACKS 1,2199
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,PARROTFISH 2,2200
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,GROUPER 5,2201
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,JACKS 1,2202
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,JACKS 1,2203
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,JACKS 2,2204
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,JACKS 3,2205
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,PARROTFISH 2,2206
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,SNAPPER 3,2207
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,SNAPPER 5,2208
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,SNAPPER 6,2209
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,WRASSES 1,2210
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,WRASSES 2,2211
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,ANGELFISH,2212
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,GROUPER 4,2213
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,GROUPER 5,2214
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,GRUNTS,2215
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,GRUNTS,2216
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,GROUPER 4,2217
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,ANGELFISH,2218
OFL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"PORGY, RED",2219
OY,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"PORGY, RED",2220
ABC,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"PORGY, RED",2221
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"PORGY, RED",2222
CREW BAG LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"GROUPER, BLACK",2223
CREW BAG LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"GROUPER, GAG",2224
BAG LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"GROUPER, GAG",2225
BAG LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"GROUPER, BLACK",2226
OFL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"GROUPER, GAG",2227
OY,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"GROUPER, GAG",2228
ABC,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"GROUPER, GAG",2229
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"GROUPER, GAG",2230
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,"TILEFISH, GOLDEN",2231
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"TILEFISH, GOLDEN",2232
CREW BAG LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"TILEFISH, BLUELINE",2233
ABC,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"TILEFISH, GOLDEN",2234
OY,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"TILEFISH, GOLDEN",2235
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"TILEFISH, GOLDEN",2236
OY,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"GROUPER, SNOWY",2237
ABC,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"GROUPER, SNOWY",2238
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"GROUPER, SNOWY",2239
IGNORABLE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,"AMBERJACK, GREATER",2240
OFL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"SNAPPER, RED",2241
MULTI-REGION ABC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,ALL,MID ATLANTIC,"MACKEREL, KING",2242
MULTI-REGION ABC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,ALL,SOUTH ATLANTIC,"MACKEREL, KING",2243
OFL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,ALL,MID ATLANTIC,"MACKEREL, KING",2244
OFL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,ALL,SOUTH ATLANTIC,"MACKEREL, KING",2245
ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,SOUTH ATLANTIC,"MACKEREL, KING",2246
BAG LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,WAHOO,2247
BAG LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,DOLPHIN,2248
BAG LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,WAHOO,2249
BAG LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,DOLPHIN,2250
BAG LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,WAHOO,2251
BAG LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,DOLPHIN,2252
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,WAHOO,2253
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,WAHOO,2254
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,DOLPHIN,2255
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,DOLPHIN,2256
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,WAHOO,2257
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,WAHOO,2258
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,DOLPHIN,2259
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,DOLPHIN,2260
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,WAHOO,2261
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,WAHOO,2262
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,DOLPHIN,2263
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,DOLPHIN,2264
IGNORABLE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,ALL,2265
IGNORABLE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,ALL,2266
ABC,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,TRIGGERFISH,2267
OFL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,TRIGGERFISH,2268
MSY,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,TRIGGERFISH,2269
MSST,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,TRIGGERFISH,2270
MFMT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,ALL,CARIBBEAN,TRIGGERFISH,2271
ABC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,ALL,GULF OF MEXICO,"MACKEREL, KING",2272
OFL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,ALL,GULF OF MEXICO,"MACKEREL, KING",2273
ABC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,ALL,GULF OF MEXICO,COBIA,2274
OFL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,ALL,GULF OF MEXICO,COBIA,2275
TRIP LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GULF OF MEXICO,COBIA,2276
BAG LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,GULF OF MEXICO,COBIA,2277
OY,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,ALL,GULF OF MEXICO,"GROUPER, GOLIATH",2278
OY,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,ALL,GULF OF MEXICO,ALL,2279
MSST,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,ALL,GULF OF MEXICO,ALL,2280
OFL,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,ALL,GULF OF MEXICO,"SNAPPER, RED",2281
ABC,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,ALL,GULF OF MEXICO,"SNAPPER, RED",2282
OFL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"AMBERJACK, GREATER",2283
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"AMBERJACK, GREATER",2284
OY,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"AMBERJACK, GREATER",2285
ABC,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,ALL,SOUTH ATLANTIC,"AMBERJACK, GREATER",2286
CLOSURE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,GULF OF MEXICO,"GROUPER, GAG",2287
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2288
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2289
CLOSURE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"GROUPER, GAG",2290
CLOSURE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"TILEFISH, GOLDEN",2291
