MANAGEMENT_TYPE_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,REGION,SPP_NAME,SECTOR_ID
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"SNAPPER, YELLOWTAIL",1990
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"PARROTFISH, PRINCESS",1991
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"PARROTFISH, PRINCESS",1992
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",1993
MINIMUM SIZE LIMIT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",1994
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"SNAPPER, VERMILION",1995
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"SNAPPER, VERMILION",1996
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"SNAPPER, SILK",1997
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"SNAPPER, SILK",1998
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"SNAPPER, BLACKFIN",1999
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"SNAPPER, BLACKFIN",2000
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"SNAPPER, BLACK",2001
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"SNAPPER, BLACK",2002
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"CONCH, QUEEN",2003
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"CONCH, QUEEN",2004
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"SNAPPER, MUTTON",2005
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"SNAPPER, MUTTON",2006
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"SNAPPER, LANE",2007
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"SNAPPER, LANE",2008
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"SNAPPER, SILK",2009
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"SNAPPER, SILK",2010
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"SNAPPER, VERMILION",2011
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"SNAPPER, VERMILION",2012
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"SNAPPER, BLACKFIN",2013
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"SNAPPER, BLACKFIN",2014
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"SNAPPER, BLACK",2015
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"SNAPPER, BLACK",2016
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"SNAPPER, VERMILION",2017
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"SNAPPER, VERMILION",2018
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"SNAPPER, SILK",2019
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"SNAPPER, SILK",2020
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"SNAPPER, BLACKFIN",2021
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"SNAPPER, BLACKFIN",2022
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"SNAPPER, BLACK",2023
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"SNAPPER, BLACK",2024
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"SNAPPER, MUTTON",2025
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"SNAPPER, MUTTON",2026
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"SNAPPER, LANE",2027
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"SNAPPER, LANE",2028
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"SNAPPER, LANE",2029
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"SNAPPER, LANE",2030
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"SNAPPER, MUTTON",2031
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"SNAPPER, MUTTON",2032
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"GROUPER, YELLOWFIN",2033
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"GROUPER, YELLOWFIN",2034
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"GROUPER, TIGER",2035
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"GROUPER, TIGER",2036
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"GROUPER, RED",2037
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"GROUPER, RED",2038
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"HIND, RED",2039
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"HIND, RED",2040
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"PARROTFISH, RAINBOW",2041
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"PARROTFISH, RAINBOW",2042
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"PARROTFISH, MIDNIGHT",2043
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"PARROTFISH, MIDNIGHT",2044
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"CONCH, QUEEN",2045
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"CONCH, QUEEN",2046
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"GROUPER, TIGER",2047
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"GROUPER, TIGER",2048
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"GROUPER, BLACK",2049
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"GROUPER, BLACK",2050
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"GROUPER, RED",2051
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"GROUPER, RED",2052
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"GROUPER, BLACK",2053
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"GROUPER, BLACK",2054
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"GROUPER, YELLOWEDGE",2055
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"GROUPER, YELLOWEDGE",2056
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"GROUPER, YELLOWFIN",2057
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"GROUPER, YELLOWFIN",2058
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"GROUPER, BLACK",2059
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"GROUPER, BLACK",2060
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"GROUPER, RED",2061
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"GROUPER, RED",2062
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"GROUPER, TIGER",2063
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"GROUPER, TIGER",2064
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"GROUPER, YELLOWEDGE",2065
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"GROUPER, YELLOWEDGE",2066
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"GROUPER, YELLOWFIN",2067
CLOSURE,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"GROUPER, YELLOWFIN",2068
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"GROUPER, NASSAU",2069
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"GROUPER, NASSAU",2070
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"GROUPER, GOLIATH",2071
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"GROUPER, GOLIATH",2072
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"PARROTFISH, RAINBOW",2073
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"PARROTFISH, RAINBOW",2074
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"PARROTFISH, MIDNIGHT",2075
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"PARROTFISH, MIDNIGHT",2076
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"CONCH, QUEEN",2077
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"CONCH, QUEEN",2078
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"RAY, GIANT MANTA",2079
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"RAY, GIANT MANTA",2080
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"RAY, SPOTTED EAGLE",2081
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"RAY, SPOTTED EAGLE",2082
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"STINGRAY, SOUTHERN",2083
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"STINGRAY, SOUTHERN",2084
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"GROUPER, GOLIATH",2085
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"GROUPER, GOLIATH",2086
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"GROUPER, NASSAU",2087
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"GROUPER, NASSAU",2088
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"PARROTFISH, BLUE",2089
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"PARROTFISH, BLUE",2090
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"PARROTFISH, RAINBOW",2091
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"PARROTFISH, RAINBOW",2092
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"PARROTFISH, MIDNIGHT",2093
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"PARROTFISH, MIDNIGHT",2094
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"GROUPER, GOLIATH",2095
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"GROUPER, GOLIATH",2096
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"GROUPER, NASSAU",2097
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"GROUPER, NASSAU",2098
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"PARROTFISH, BLUE",2099
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"PARROTFISH, BLUE",2100
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"PARROTFISH, BLUE",2101
PROHIBITED SPECIES,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"PARROTFISH, BLUE",2102
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,PROHIBITED GEAR: REEF FISH,2103
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,PROHIBITED GEAR: REEF FISH,2104
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"CONCH, QUEEN",2105
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"CONCH, QUEEN",2106
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,PROHIBITED GEAR: REEF FISH,2107
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,PROHIBITED GEAR: REEF FISH,2108
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,PROHIBITED GEAR: REEF FISH,2109
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,PROHIBITED GEAR: REEF FISH,2110
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2111
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2112
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2113
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2114
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2115
PROHIBITED GEAR,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2116
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2117
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2118
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2119
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2120
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,ALL,2121
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,ALL,2122
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,ALL,2123
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,ALL,2124
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,ALL,2125
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,ALL,2126
REGULATORY REPORTING,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,ALL,2127
REGULATORY REPORTING,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,ALL,2128
REGULATORY REPORTING,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,ALL,2129
REGULATORY REPORTING,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,ALL,2130
REGULATORY REPORTING,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,ALL,2131
REGULATORY REPORTING,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,ALL,2132
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,ALL,2133
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,ALL,2134
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,PROHIBITED GEAR: REEF FISH,2135
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,PROHIBITED GEAR: REEF FISH,2136
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2137
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,"LOBSTER, CARIBBEAN SPINY",2138
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,TRAP SPECIFICATIONS: REEF FISH,2139
TRAP SPECIFICATIONS,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,TRAP SPECIFICATIONS: REEF FISH,2140
ANCHORING RESTRICTION,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,ALL,2141
ANCHORING RESTRICTION,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,ALL,2142
LANDED INTACT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,RECREATIONAL,CARIBBEAN,LANDED INTACT: FINFISH,2143
LANDED INTACT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND PUERTO RICO,COMMERCIAL,CARIBBEAN,LANDED INTACT: FINFISH,2144
LANDED INTACT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,RECREATIONAL,CARIBBEAN,LANDED INTACT: FINFISH,2145
LANDED INTACT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,COMMERCIAL,CARIBBEAN,LANDED INTACT: FINFISH,2146
LANDED INTACT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,RECREATIONAL,CARIBBEAN,LANDED INTACT: FINFISH,2147
LANDED INTACT,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. CROIX,COMMERCIAL,CARIBBEAN,LANDED INTACT: FINFISH,2148
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,ALL,CARIBBEAN,GROUPER 4,2149
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,ALL,CARIBBEAN,JACKS,2150
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,ALL,CARIBBEAN,WRASSES-LABRIDAE,2151
ACL,FEDERAL,EEZ,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,ALL,CARIBBEAN,TRIGGERFISH,2152
