MANAGEMENT_TYPE_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,SUBSECTOR_USE,REGION,SPP_NAME,CLUSTER
CLOSURE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,CLOSURE/REOPENING: SHALLOW-WATER GROUPER (SWG),38
MULTI-REGION ACT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,"MACKEREL, KING",39
MULTI-REGION ACT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,"MACKEREL, SPANISH",40
DEFINITION,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,ALL,41
DEFINITION,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ALL,42
MULTI-REGION QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,SOUTH ATLANTIC,"MACKEREL, KING",43
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",44
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",45
QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, KING",46
MULTI-REGION QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,MID ATLANTIC,"MACKEREL, KING",47
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,COBIA,48
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,"MACKEREL, SPANISH",49
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,"MACKEREL, KING",50
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,COBIA,51
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, KING",52
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, SPANISH",53
MULTI-REGION ACT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,COBIA,54
QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",55
QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",56
ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",57
ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",58
QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,RUN-AROUND GILLNET,GULF OF MEXICO,"MACKEREL, KING",59
QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,"MACKEREL, KING",60
ACT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,COBIA,61
ACT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,COBIA,62
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",63
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",64
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,COBIA,65
MULTI-REGION ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,COBIA,66
MULTI-REGION ACT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",67
MULTI-REGION ACT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,COBIA,68
ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,COBIA,69
ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,COBIA,70
ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, KING",71
ACL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, KING",72
MULTI-REGION ACT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",73
DEFINITION,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,ALL,74
DEFINITION,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,ALL,75
DEFINITION,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,76
DEFINITION,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,77
ELECTRONIC REPORTING,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,78
ITQ PROGRAM ESTABLISHED,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,"SNAPPER, RED",79
TRIP LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,"SNAPPER, RED",80
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,"SNAPPER, RED",81
QUOTA,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,"SNAPPER, RED",82
QUOTA,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,PRIVATE,GULF OF MEXICO,"SNAPPER, RED",83
QUOTA,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,"SNAPPER, RED",84
MINIMUM SIZE LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,"SNAPPER, RED",85
CREW BAG LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,"SNAPPER, RED",86
BAG LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,"SNAPPER, RED",87
ELECTRONIC REPORTING,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,88
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,"SNAPPER, RED",89
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,"SNAPPER, RED",90
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,FISH TRAPS,GULF OF MEXICO,ALL,91
ENFORCEMENT RELATED,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,92
ENFORCEMENT RELATED,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,93
FMP ESTABLISHMENT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,94
FMP ESTABLISHMENT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,95
TRAP SPECIFICATIONS,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,FISH TRAPS,GULF OF MEXICO,ALL,96
MAXIMUM GEAR,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,FISH TRAPS,GULF OF MEXICO,ALL,97
HARVEST METHOD,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,FISH TRAPS,GULF OF MEXICO,ALL,98
FISHING YEAR,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,99
FISHING YEAR,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,100
CLOSURE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,POWERHEAD,GULF OF MEXICO,ALL,101
DEFINITION,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,102
DEFINITION,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,103
PROHIBITED GEAR,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,EXPLOSIVES,GULF OF MEXICO,ALL,104
PROHIBITED GEAR,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,EXPLOSIVES,GULF OF MEXICO,ALL,105
CLOSURE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ROLLER TRAWLS,GULF OF MEXICO,ALL,106
CLOSURE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,FISH TRAPS,GULF OF MEXICO,ALL,107
MINIMUM SIZE LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,"SNAPPER, RED",108
PROHIBITED GEAR,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,POISON,GULF OF MEXICO,ALL,109
PROHIBITED GEAR,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,POISON,GULF OF MEXICO,ALL,110
IGNORABLE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,"TRIGGERFISH, GRAY",111
IGNORABLE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,"TRIGGERFISH, GRAY",112
MINIMUM SIZE LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,COBIA,113
MINIMUM SIZE LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,COBIA,114
LANDED INTACT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,COBIA,115
LANDED INTACT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,COBIA,116
TRIP LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,COBIA,117
TRIP LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,COBIA,118
BAG LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,COBIA,119
BAG LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,COBIA,120
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,DRIFT GILLNET,GULF OF MEXICO,COBIA,121
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,DRIFT GILLNET,GULF OF MEXICO,COBIA,122
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,LONG GILLNET,GULF OF MEXICO,COBIA,123
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,LONG GILLNET,GULF OF MEXICO,COBIA,124
FISHING SEASON,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,"BASS, BLACK SEA",125
FISHING SEASON,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"SNAPPER, RED",126
FISHING SEASON,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,"SNAPPER, RED",127
QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, KING",128
TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",129
TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",130
TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",131
TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",132
TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, KING",133
TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, KING",134
QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",135
QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",136
BAG LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",137
BAG LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",138
QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,GULF OF MEXICO,"MACKEREL, KING",139
QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,GULF OF MEXICO,"MACKEREL, SPANISH",140
QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,SOUTH ATLANTIC,"MACKEREL, SPANISH",141
MINIMUM SIZE LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"JACK, ALMACO",142
TRIP LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,COMMERCIAL TRIP LIMITS: OTHER JACKS COMPLEX,143
MINIMUM SIZE LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"TRIGGERFISH, GRAY",144
POSSESSION LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,"PORGY, RED",145
MINIMUM SIZE LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"SNAPPER, QUEEN",146
MINIMUM SIZE LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"SNAPPER, SILK",147
MINIMUM SIZE LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"SNAPPER, BLACKFIN",148
TRIP LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"SNAPPER, VERMILION",149
QUOTA,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"PORGY, RED",150
FISHING SEASON,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"PORGY, RED",151
TRIP LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"PORGY, RED",152
QUOTA,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"AMBERJACK, GREATER",153
TRIP LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"AMBERJACK, GREATER",154
PROHIBITED SALE AND PURCHASE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"PORGY, RED",155
POSSESSION LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"PORGY, RED",156
FISHING SEASON,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"AMBERJACK, GREATER",157
FISHING SEASON,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"GROUPER, SNOWY",158
TRIP LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,"TILEFISH, BLUELINE",159
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,"MACKEREL, SPANISH",160
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, SPANISH",161
MULTI-REGION QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",162
MULTI-REGION QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,"MACKEREL, KING",163
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,"MACKEREL, KING",164
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, KING",165
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",166
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",167
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",168
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",169
MULTI-REGION QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",170
MULTI-REGION QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,"MACKEREL, SPANISH",171
MULTI-REGION QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",172
MULTI-REGION QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",173
MULTI-REGION QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, KING",174
MULTI-REGION QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, SPANISH",175
MINIMUM SIZE LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",176
MINIMUM SIZE LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",177
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,SOUTH ATLANTIC,"MACKEREL, SPANISH",178
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,MID ATLANTIC,"MACKEREL, SPANISH",179
MINIMUM SIZE LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, KING",180
MINIMUM SIZE LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, KING",181
CREW BAG LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,"MACKEREL, KING",182
MINIMUM SIZE LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,"MACKEREL, KING",183
MINIMUM SIZE LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, KING",184
TRIP LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, KING",185
TRIP LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,GULF OF MEXICO,"MACKEREL, KING",186
QUOTA RELEASED,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,"SNAPPER, RED",187
QUOTA RELEASED,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,"SNAPPER, RED",188
CLOSURE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,"SNAPPER, RED",189
CLOSURE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,PRIVATE,GULF OF MEXICO,"SNAPPER, RED",190
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",191
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",192
TRIP LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",193
TRIP LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,"MACKEREL, KING",194
POSSESSION LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,"MACKEREL, KING",195
