MANAGEMENT_TYPE_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,SUBSECTOR_USE,REGION,SPP_NAME,CLUSTER
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HANDLINE,SOUTH ATLANTIC,DOLPHIN,550
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ROD AND REEL,SOUTH ATLANTIC,DOLPHIN,551
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ROD AND REEL,SOUTH ATLANTIC,DOLPHIN,552
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,PELAGIC LONGLINE,SOUTH ATLANTIC,DOLPHIN,553
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PELAGIC LONGLINE,SOUTH ATLANTIC,DOLPHIN,554
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,AUTOMATIC REEL,SOUTH ATLANTIC,"TUNNY, LITTLE",555
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,AUTOMATIC REEL,SOUTH ATLANTIC,"TUNNY, LITTLE",556
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,BANDIT GEAR,SOUTH ATLANTIC,"TUNNY, LITTLE",557
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,BANDIT GEAR,SOUTH ATLANTIC,"TUNNY, LITTLE",558
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,HANDLINE,SOUTH ATLANTIC,"TUNNY, LITTLE",559
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HANDLINE,SOUTH ATLANTIC,"TUNNY, LITTLE",560
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ROD AND REEL,SOUTH ATLANTIC,"TUNNY, LITTLE",561
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ROD AND REEL,SOUTH ATLANTIC,"TUNNY, LITTLE",562
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,LONG GILLNET,GULF OF MEXICO,BLUEFISH,563
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,LONG GILLNET,GULF OF MEXICO,BLUEFISH,564
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,CAST NET,SOUTH ATLANTIC,"MACKEREL, SPANISH",565
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,CAST NET,SOUTH ATLANTIC,"MACKEREL, SPANISH",566
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ROD AND REEL,SOUTH ATLANTIC,"MACKEREL, SPANISH",567
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ROD AND REEL,SOUTH ATLANTIC,"MACKEREL, SPANISH",568
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,STAB NET,SOUTH ATLANTIC,"MACKEREL, SPANISH",569
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,STAB NET,SOUTH ATLANTIC,"MACKEREL, SPANISH",570
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,AUTOMATIC REEL,SOUTH ATLANTIC,COBIA,571
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,AUTOMATIC REEL,SOUTH ATLANTIC,COBIA,572
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,BANDIT GEAR,SOUTH ATLANTIC,COBIA,573
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,BANDIT GEAR,SOUTH ATLANTIC,COBIA,574
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,HANDLINE,SOUTH ATLANTIC,COBIA,575
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HANDLINE,SOUTH ATLANTIC,COBIA,576
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ROD AND REEL,SOUTH ATLANTIC,COBIA,577
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ROD AND REEL,SOUTH ATLANTIC,COBIA,578
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,PELAGIC LONGLINE,SOUTH ATLANTIC,COBIA,579
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PELAGIC LONGLINE,SOUTH ATLANTIC,COBIA,580
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,PURSE SEINE,GULF OF MEXICO,"MACKEREL, SPANISH",581
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,GULF OF MEXICO,"MACKEREL, SPANISH",582
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,DRIFT GILLNET,GULF OF MEXICO,"MACKEREL, SPANISH",583
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,DRIFT GILLNET,GULF OF MEXICO,"MACKEREL, SPANISH",584
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,LONG GILLNET,GULF OF MEXICO,"MACKEREL, SPANISH",585
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,LONG GILLNET,GULF OF MEXICO,"MACKEREL, SPANISH",586
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,AUTOMATIC REEL,MID ATLANTIC,COBIA,587
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,AUTOMATIC REEL,MID ATLANTIC,COBIA,588
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,BANDIT GEAR,MID ATLANTIC,COBIA,589
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,BANDIT GEAR,MID ATLANTIC,COBIA,590
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,HANDLINE,MID ATLANTIC,COBIA,591
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HANDLINE,MID ATLANTIC,COBIA,592
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ROD AND REEL,MID ATLANTIC,COBIA,593
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ROD AND REEL,MID ATLANTIC,COBIA,594
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,PELAGIC LONGLINE,MID ATLANTIC,COBIA,595
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PELAGIC LONGLINE,MID ATLANTIC,COBIA,596
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,AUTOMATIC REEL,SOUTH ATLANTIC,"MACKEREL, SPANISH",597
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,AUTOMATIC REEL,SOUTH ATLANTIC,"MACKEREL, SPANISH",598
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,BANDIT GEAR,SOUTH ATLANTIC,"MACKEREL, SPANISH",599
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,BANDIT GEAR,SOUTH ATLANTIC,"MACKEREL, SPANISH",600
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,HANDLINE,SOUTH ATLANTIC,"MACKEREL, SPANISH",601
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HANDLINE,SOUTH ATLANTIC,"MACKEREL, SPANISH",602
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,RUN-AROUND GILLNET,SOUTH ATLANTIC,"MACKEREL, SPANISH",603
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,RUN-AROUND GILLNET,SOUTH ATLANTIC,"MACKEREL, SPANISH",604
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,HANDLINE,SOUTH ATLANTIC,ALL,605
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HANDLINE,SOUTH ATLANTIC,ALL,606
CLOSURE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,TRAWL,SOUTH ATLANTIC,ALL,607
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,SPEARFISHING,SOUTH ATLANTIC,ALL,608
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,SPEARFISHING,SOUTH ATLANTIC,ALL,609
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,AUTOMATIC REEL,SOUTH ATLANTIC,"MACKEREL, KING",610
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,AUTOMATIC REEL,SOUTH ATLANTIC,"MACKEREL, KING",611
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,BANDIT GEAR,SOUTH ATLANTIC,"MACKEREL, KING",612
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,BANDIT GEAR,SOUTH ATLANTIC,"MACKEREL, KING",613
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,HANDLINE,SOUTH ATLANTIC,"MACKEREL, KING",614
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HANDLINE,SOUTH ATLANTIC,"MACKEREL, KING",615
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ROD AND REEL,SOUTH ATLANTIC,"MACKEREL, KING",616
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ROD AND REEL,SOUTH ATLANTIC,"MACKEREL, KING",617
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,HOOK AND LINE,GULF OF MEXICO,"MACKEREL, KING",618
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,"MACKEREL, KING",619
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,RUN-AROUND GILLNET,GULF OF MEXICO,"MACKEREL, KING",620
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,RUN-AROUND GILLNET,GULF OF MEXICO,"MACKEREL, KING",621
LIMITED SPECIES,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,COBIA,622
LIMITED SPECIES,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,COBIA,623
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",624
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,DRIFT GILLNET,SOUTH ATLANTIC,"MACKEREL, KING",625
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,DRIFT GILLNET,SOUTH ATLANTIC,"MACKEREL, KING",626
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,LONG GILLNET,SOUTH ATLANTIC,"MACKEREL, KING",627
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,LONG GILLNET,SOUTH ATLANTIC,"MACKEREL, KING",628
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, KING",629
MINIMUM SIZE LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,COBIA,630
MINIMUM SIZE LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,COBIA,631
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, KING",632
LIMITED SPECIES,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,COBIA,633
LIMITED SPECIES,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,COBIA,634
CLOSURE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,SOUTH ATLANTIC,ALL,635
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ROD AND REEL,SOUTH ATLANTIC,ALL,636
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ROD AND REEL,SOUTH ATLANTIC,ALL,637
REGULATORY REPORTING,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,ALL,638
REGULATORY REPORTING,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ALL,639
REGULATORY REPORTING,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,ALL,640
REGULATORY REPORTING,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,641
LIMITED SPECIES,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,COBIA,642
LIMITED SPECIES,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,COBIA,643
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, SPANISH",644
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, KING",645
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",646
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, SPANISH",647
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",648
PERMIT MORATORIUM,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",649
PERMIT MORATORIUM,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, KING",650
PERMIT MORATORIUM,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, KING",651
QUOTA,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,"SHRIMP, ROYAL RED",652
QUOTA,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,"SHRIMP, ROYAL RED",653
CLOSURE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,TRAWL,GULF OF MEXICO,ALL,654
CLOSURE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,TRAWL,GULF OF MEXICO,ALL,655
DEFINITION,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,656
DEFINITION,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,657
FISHING YEAR,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,"SHRIMP, ROYAL RED",658
FISHING YEAR,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,"SHRIMP, ROYAL RED",659
ALLOWABLE SPECIES,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,TRAWL,GULF OF MEXICO,"SHRIMP, ROYAL RED",660
ALLOWABLE SPECIES,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,TRAWL,GULF OF MEXICO,"SHRIMP, ROYAL RED",661
FISHING YEAR,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,662
FISHING YEAR,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,663
FMP ESTABLISHMENT,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,664
FMP ESTABLISHMENT,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,665
ENFORCEMENT RELATED,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,666
ENFORCEMENT RELATED,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,667
HOOK SIZE/TYPE/#,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM LONGLINE,GULF OF MEXICO,ALL,668
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM LONGLINE,GULF OF MEXICO,ALL,669
CLOSURE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM LONGLINE,GULF OF MEXICO,ALL,670
BAG LIMIT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PRIVATE,SOUTH ATLANTIC,DOLPHIN,671
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,NORTH ATLANTIC,WAHOO,672
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,NORTH ATLANTIC,DOLPHIN,673
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,MID ATLANTIC,WAHOO,674
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,MID ATLANTIC,DOLPHIN,675
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,SOUTH ATLANTIC,WAHOO,676
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,SOUTH ATLANTIC,DOLPHIN,677
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,NORTH ATLANTIC,ALL,678
PROHIBITED SALE AND PURCHASE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,DOLPHIN,679
PROHIBITED SALE AND PURCHASE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,DOLPHIN,680
PROHIBITED SALE AND PURCHASE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,WAHOO,681
PROHIBITED SALE AND PURCHASE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,WAHOO,682
BAG LIMIT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PRIVATE,NORTH ATLANTIC,DOLPHIN,683
TRIP LIMIT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,WAHOO,684
TRIP LIMIT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,DOLPHIN,685
PROHIBITED SALE AND PURCHASE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,DOLPHIN,686
PROHIBITED SALE AND PURCHASE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,DOLPHIN,687
PROHIBITED SALE AND PURCHASE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,WAHOO,688
PROHIBITED SALE AND PURCHASE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,WAHOO,689
BAG LIMIT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PRIVATE,MID ATLANTIC,DOLPHIN,690
TRIP LIMIT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,WAHOO,691
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,692
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,MID ATLANTIC,ALL,693
TRIP LIMIT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,WAHOO,694
PROHIBITED SALE AND PURCHASE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,DOLPHIN,695
